time_index,variable,volatility
0,log_oil_usd_ret,0.2375512291234381
1,log_oil_usd_ret,0.23950606591665685
2,log_oil_usd_ret,0.24144507608085783
3,log_oil_usd_ret,0.24336863790658966
4,log_oil_usd_ret,0.24527711485037954
5,log_oil_usd_ret,0.24717085633654973
6,log_oil_usd_ret,0.24905019850415822
7,log_oil_usd_ret,0.2509154649035761
8,log_oil_usd_ret,0.25276696714680635
9,log_oil_usd_ret,0.2546050055152331
10,log_oil_usd_ret,0.2564298695281597
11,log_oil_usd_ret,0.25824183847519444
12,log_oil_usd_ret,0.2600411819152236
13,log_oil_usd_ret,0.26182816014456034
14,log_oil_usd_ret,0.2636030246364844
15,log_oil_usd_ret,0.26536601845436036
16,log_oil_usd_ret,0.26711737664018975
17,log_oil_usd_ret,0.2688573265803902
18,log_oil_usd_ret,0.2705860883504041
19,log_oil_usd_ret,0.27230387503961423
20,log_oil_usd_ret,0.27401089305793447
21,log_oil_usd_ret,0.2757073424253051
22,log_oil_usd_ret,0.27739341704525433
23,log_oil_usd_ret,0.2790693049635867
24,log_oil_usd_ret,0.2807351886131775
25,log_oil_usd_ret,0.28239124504575824
26,log_oil_usd_ret,0.2840376461515553
27,log_oil_usd_ret,0.28567455886748766
28,log_oil_usd_ret,0.28730214537477955
29,log_oil_usd_ret,0.28892056328646554
30,log_oil_usd_ret,0.2905299658255336
31,log_oil_usd_ret,0.29213050199423785
32,log_oil_usd_ret,0.29372231673508414
33,log_oil_usd_ret,0.29530555108403084
34,log_oil_usd_ret,0.2968803423163292
0,log_gold_usd_ret,0.11210190197244853
1,log_gold_usd_ret,0.11284297343519742
2,log_gold_usd_ret,0.11355157970962707
3,log_gold_usd_ret,0.11422935910613213
4,log_gold_usd_ret,0.11487784684084319
5,log_gold_usd_ret,0.11549848351240712
6,log_gold_usd_ret,0.11609262268371283
7,log_gold_usd_ret,0.11666153768399241
8,log_gold_usd_ret,0.11720642772932963
9,log_gold_usd_ret,0.11772842344518462
10,log_gold_usd_ret,0.1182285918625298
11,log_gold_usd_ret,0.11870794094913983
12,log_gold_usd_ret,0.11916742372913154
13,log_gold_usd_ret,0.11960794203672222
14,log_gold_usd_ret,0.12003034994413693
15,log_gold_usd_ret,0.12043545689846165
16,log_gold_usd_ret,0.12082403059785853
17,log_gold_usd_ret,0.12119679963380799
18,log_gold_usd_ret,0.12155445592282026
19,log_gold_usd_ret,0.12189765694828107
20,log_gold_usd_ret,0.12222702783069576
21,log_gold_usd_ret,0.12254316324251455
22,log_gold_usd_ret,0.12284662918191175
23,log_gold_usd_ret,0.12313796461831487
24,log_gold_usd_ret,0.12341768302109957
25,log_gold_usd_ret,0.12368627378165933
26,log_gold_usd_ret,0.12394420353799679
27,log_gold_usd_ret,0.12419191741004934
28,log_gold_usd_ret,0.12442984015313749
29,log_gold_usd_ret,0.12465837723619483
30,log_gold_usd_ret,0.12487791585079266
31,log_gold_usd_ret,0.12508882585639816
32,log_gold_usd_ret,0.12529146066679464
33,log_gold_usd_ret,0.12548615808213698
34,log_gold_usd_ret,0.1256732410707088
0,log_usd_inr_ret,0.07488980434062145
1,log_usd_inr_ret,0.07360414970667642
2,log_usd_inr_ret,0.0723405662925223
3,log_usd_inr_ret,0.07109867519523895
4,log_usd_inr_ret,0.06987810401664674
5,log_usd_inr_ret,0.0686784867516378
6,log_usd_inr_ret,0.06749946367842435
7,log_usd_inr_ret,0.06634068125067114
8,log_usd_inr_ret,0.06520179199147971
9,log_usd_inr_ret,0.0640824543891927
10,log_usd_inr_ret,0.06298233279498677
11,log_usd_inr_ret,0.061901097322223764
12,log_usd_inr_ret,0.060838423747529576
13,log_usd_inr_ret,0.059793993413571334
14,log_usd_inr_ret,0.05876749313350362
15,log_usd_inr_ret,0.05775861509705505
16,log_usd_inr_ret,0.0567670567782271
17,log_usd_inr_ret,0.05579252084457753
18,log_usd_inr_ret,0.05483471506806119
19,log_usd_inr_ret,0.05389335223740131
20,log_usd_inr_ret,0.052968150071965356
21,log_usd_inr_ret,0.05205883113711918
22,log_usd_inr_ret,0.051165122761034486
23,log_usd_inr_ret,0.05028675695292438
24,log_usd_inr_ret,0.04942347032268268
25,log_usd_inr_ret,0.04857500400190272
26,log_usd_inr_ret,0.04774110356625209
27,log_usd_inr_ret,0.04692151895918001
28,log_usd_inr_ret,0.0461160044169344
29,log_usd_inr_ret,0.04532431839486625
30,log_usd_inr_ret,0.04454622349499913
31,log_usd_inr_ret,0.04378148639484207
32,log_usd_inr_ret,0.04302987777742468
33,log_usd_inr_ret,0.04229117226253323
34,log_usd_inr_ret,0.04156514833912733
0,inflation_india,0.3346332919660253
1,inflation_india,0.2846969771652641
2,inflation_india,0.31331427178150095
3,inflation_india,0.31047098080367014
4,inflation_india,0.36528054279006816
5,inflation_india,0.2916354020131331
6,inflation_india,0.42040166733063794
7,inflation_india,0.3809820132988209
8,inflation_india,0.2817846633152052
9,inflation_india,0.28775494724060124
10,inflation_india,0.30164243924897977
11,inflation_india,0.4293588239219588
12,inflation_india,0.5983050461312981
13,inflation_india,0.29031939196356255
14,inflation_india,0.28256717922255864
15,inflation_india,0.29134328262338316
16,inflation_india,0.2868711977820198
17,inflation_india,0.28171141036335245
18,inflation_india,0.29023225818659465
19,inflation_india,0.32821681500041017
20,inflation_india,0.2874137667362934
21,inflation_india,0.31788309598965786
22,inflation_india,0.3165736903057627
23,inflation_india,0.2845230539174348
24,inflation_india,0.2840777894689446
25,inflation_india,0.3463249334763803
26,inflation_india,0.31887450470962725
27,inflation_india,0.2819752457624613
28,inflation_india,0.3431208492891842
29,inflation_india,0.2972728865924539
30,inflation_india,0.28239456803700635
31,inflation_india,0.4143763931873103
32,inflation_india,0.3074322332782236
33,inflation_india,0.3170431189397017
34,inflation_india,0.2926976498285256
0,inflation_usa,0.6415680154517591
1,inflation_usa,0.597745696624112
2,inflation_usa,0.6021000901066574
3,inflation_usa,0.598043650983966
4,inflation_usa,0.5997868940274773
5,inflation_usa,0.6078566387729034
6,inflation_usa,0.5931541384184381
7,inflation_usa,0.5939900100000066
8,inflation_usa,0.5959630410291323
9,inflation_usa,0.5947505669553526
10,inflation_usa,0.5986779096383172
11,inflation_usa,0.6164898382281474
12,inflation_usa,0.621653435219778
13,inflation_usa,0.6357890755457449
14,inflation_usa,0.5959855741184648
15,inflation_usa,0.6427189724632237
16,inflation_usa,0.6238572733017693
17,inflation_usa,0.601799199983793
18,inflation_usa,0.6084853022248676
19,inflation_usa,0.5930243320443275
20,inflation_usa,0.5939625728289414
21,inflation_usa,0.6154571073992012
22,inflation_usa,0.6803228963732516
23,inflation_usa,0.6181805337891256
24,inflation_usa,0.608939979651707
25,inflation_usa,0.5974672519996937
26,inflation_usa,1.3464338815643426
27,inflation_usa,1.2845324651179844
28,inflation_usa,0.6522664871092614
29,inflation_usa,0.5996880470639767
30,inflation_usa,0.6042933422010943
31,inflation_usa,0.613395186651057
32,inflation_usa,0.8837027322436075
33,inflation_usa,0.6540209991262517
34,inflation_usa,0.6596532188753804
0,log_oil_inr_ret,0.2254134947342914
1,log_oil_inr_ret,0.22748985698295418
2,log_oil_inr_ret,0.22954743834755265
3,log_oil_inr_ret,0.2315867394168371
4,log_oil_inr_ret,0.23360823892902524
5,log_oil_inr_ret,0.23561239508421258
6,log_oil_inr_ret,0.2375996467571398
7,log_oil_inr_ret,0.23957041461941025
8,log_oil_inr_ret,0.24152510217928627
9,log_oil_inr_ret,0.24346409674634412
10,log_oil_inr_ret,0.24538777032752007
11,log_oil_inr_ret,0.24729648046041874
12,log_oil_inr_ret,0.24919057098917047
13,log_oil_inr_ret,0.2510703727876058
14,log_oil_inr_ret,0.2529362044340546
15,log_oil_inr_ret,0.2547883728416672
16,log_oil_inr_ret,0.25662717384778827
17,log_oil_inr_ret,0.25845289276558986
18,log_oil_inr_ret,0.2602658049008744
19,log_oil_inr_ret,0.2620661760366999
20,log_oil_inr_ret,0.2638542628882412
21,log_oil_inr_ret,0.26563031353009325
22,log_oil_inr_ret,0.267394567798028
23,log_oil_inr_ret,0.2691472576670487
24,log_oil_inr_ret,0.27088860760742833
25,log_oil_inr_ret,0.27261883492027805
26,log_oil_inr_ret,0.27433815005406803
27,log_oil_inr_ret,0.27604675690340374
28,log_oil_inr_ret,0.2777448530912597
29,log_oil_inr_ret,0.2794326302357761
30,log_oil_inr_ret,0.28111027420263834
31,log_oil_inr_ret,0.2827779653439798
32,log_oil_inr_ret,0.28443587872467774
33,log_oil_inr_ret,0.28608418433684535
34,log_oil_inr_ret,0.28772304730326465
0,log_gold_inr_ret,0.10068785325576043
1,log_gold_inr_ret,0.10155030758664327
2,log_gold_inr_ret,0.10240549862500614
3,log_gold_inr_ret,0.10325360684410517
4,log_gold_inr_ret,0.10409480536523442
5,log_gold_inr_ret,0.10492926036955957
6,log_gold_inr_ret,0.10575713148251181
7,log_gold_inr_ret,0.10657857212911845
8,log_gold_inr_ret,0.10739372986705867
9,log_gold_inr_ret,0.1082027466953917
10,log_gold_inr_ret,0.10900575934419199
11,log_gold_inr_ret,0.10980289954223398
12,log_gold_inr_ret,0.1105942942722007
13,log_gold_inr_ret,0.11138006600478567
14,log_gold_inr_ret,0.11216033292077363
15,log_gold_inr_ret,0.11293520911818018
16,log_gold_inr_ret,0.11370480480710693
17,log_gold_inr_ret,0.11446922649285977
18,log_gold_inr_ret,0.11522857714788129
19,log_gold_inr_ret,0.11598295637423241
20,log_gold_inr_ret,0.11673246055384658
21,log_gold_inr_ret,0.11747718299600275
22,log_gold_inr_ret,0.11821721406965081
23,log_gold_inr_ret,0.11895264133282184
24,log_gold_inr_ret,0.11968354965399876
25,log_gold_inr_ret,0.12041002132479897
26,log_gold_inr_ret,0.12113213617010207
27,log_gold_inr_ret,0.12184997164860487
28,log_gold_inr_ret,0.12256360295129488
29,log_gold_inr_ret,0.12327310309241644
30,log_gold_inr_ret,0.1239785429969948
31,log_gold_inr_ret,0.1246799915840616
32,log_gold_inr_ret,0.1253775158433212
33,log_gold_inr_ret,0.12607118091245104
34,log_gold_inr_ret,0.12676105014662672
0,log_cpi_india,0.42392184792658805
1,log_cpi_india,0.42044111856956684
2,log_cpi_india,0.41698896847229533
3,log_cpi_india,0.4135651635476804
4,log_cpi_india,0.4101694718894955
5,log_cpi_india,0.4068016610959675
6,log_cpi_india,0.40346150185103785
7,log_cpi_india,0.40014876854411374
8,log_cpi_india,0.3968632354372363
9,log_cpi_india,0.39360467895105894
10,log_cpi_india,0.39037287757454103
11,log_cpi_india,0.3871676131234327
12,log_cpi_india,0.38398866535664794
13,log_cpi_india,0.38083581955278767
14,log_cpi_india,0.37770886127583037
15,log_cpi_india,0.3746075775945492
16,log_cpi_india,0.3715317581875882
17,log_cpi_india,0.36848119376096483
18,log_cpi_india,0.36545567668411183
19,log_cpi_india,0.362455001218258
20,log_cpi_india,0.3594789637075784
21,log_cpi_india,0.3565273620791219
22,log_cpi_india,0.35359999558628913
23,log_cpi_india,0.3506966652549953
24,log_cpi_india,0.3478171737350743
25,log_cpi_india,0.34496132459981055
26,log_cpi_india,0.34212892440848375
27,log_cpi_india,0.33931978050025197
28,log_cpi_india,0.3365337027826752
29,log_cpi_india,0.3337705005582599
30,log_cpi_india,0.3310299865959188
31,log_cpi_india,0.3283119738205599
32,log_cpi_india,0.3256162782051231
33,log_cpi_india,0.32294271635766747
34,log_cpi_india,0.32029110661955457
0,log_cpi_usa,0.5576451286481386
1,log_cpi_usa,0.5664881818797788
2,log_cpi_usa,0.5751952980974504
3,log_cpi_usa,0.5837725599309118
4,log_cpi_usa,0.5922256093773216
5,log_cpi_usa,0.6005596914545148
6,log_cpi_usa,0.6087796921562542
7,log_cpi_usa,0.6168901718667401
8,log_cpi_usa,0.624895395004283
9,log_cpi_usa,0.6327993562245019
10,log_cpi_usa,0.6406058037240365
11,log_cpi_usa,0.6483182600815612
12,log_cpi_usa,0.6559400405985493
13,log_cpi_usa,0.6634742703090758
14,log_cpi_usa,0.6709238986893925
15,log_cpi_usa,0.6782917133224026
16,log_cpi_usa,0.6855803518254635
17,log_cpi_usa,0.6927923132058038
18,log_cpi_usa,0.6999299676906435
19,log_cpi_usa,0.7069955658171535
20,log_cpi_usa,0.7139912467770841
21,log_cpi_usa,0.7209190460041653
22,log_cpi_usa,0.7277809019628284
23,log_cpi_usa,0.7345786626523574
24,log_cpi_usa,0.7413140913650355
25,log_cpi_usa,0.7479888718710443
26,log_cpi_usa,0.7546046154075784
27,log_cpi_usa,0.7611628577669433
28,log_cpi_usa,0.7676650743223784
29,log_cpi_usa,0.7741126769405802
30,log_cpi_usa,0.7805070191169234
31,log_cpi_usa,0.786849399374317
32,log_cpi_usa,0.7931410641377247
33,log_cpi_usa,0.7993832111096807
34,log_cpi_usa,0.8055769910205217
0,log_oil_usd_real_ret,0.4538108014429491
1,log_oil_usd_real_ret,0.4298997064006148
2,log_oil_usd_real_ret,0.44596433354533477
3,log_oil_usd_real_ret,0.4054351677536921
4,log_oil_usd_real_ret,0.4943754526417321
5,log_oil_usd_real_ret,0.4065753013027406
6,log_oil_usd_real_ret,0.44803392678821014
7,log_oil_usd_real_ret,0.4815021334181136
8,log_oil_usd_real_ret,0.4054074707376645
9,log_oil_usd_real_ret,0.42183084122019493
10,log_oil_usd_real_ret,0.40745437278050556
11,log_oil_usd_real_ret,0.6132367241475642
12,log_oil_usd_real_ret,0.7010579905261617
13,log_oil_usd_real_ret,0.4742098194373152
14,log_oil_usd_real_ret,0.4104705250426706
15,log_oil_usd_real_ret,0.4110029539465579
16,log_oil_usd_real_ret,0.4156076778110189
17,log_oil_usd_real_ret,0.4183817702880817
18,log_oil_usd_real_ret,0.412967712021706
19,log_oil_usd_real_ret,0.41307993162534495
20,log_oil_usd_real_ret,0.40567444405277275
21,log_oil_usd_real_ret,0.4055117061332604
22,log_oil_usd_real_ret,0.47605347669055037
23,log_oil_usd_real_ret,0.4080521510274955
24,log_oil_usd_real_ret,0.40942689358320966
25,log_oil_usd_real_ret,0.4208812721285872
26,log_oil_usd_real_ret,0.4374997091263948
27,log_oil_usd_real_ret,0.41839949678500865
28,log_oil_usd_real_ret,0.471734423660286
29,log_oil_usd_real_ret,0.40602369845908276
30,log_oil_usd_real_ret,0.4076169782491166
31,log_oil_usd_real_ret,0.6080317040372937
32,log_oil_usd_real_ret,0.5123218372780256
33,log_oil_usd_real_ret,0.4055940892804071
34,log_oil_usd_real_ret,0.4068652544084381
0,log_gold_usd_real_ret,0.32178867494495816
1,log_gold_usd_real_ret,0.29365214622310665
2,log_gold_usd_real_ret,0.2894554211740551
3,log_gold_usd_real_ret,0.3120259156009956
4,log_gold_usd_real_ret,0.36797263214708936
5,log_gold_usd_real_ret,0.28801131391983875
6,log_gold_usd_real_ret,0.3820472845077225
7,log_gold_usd_real_ret,0.3491841872860719
8,log_gold_usd_real_ret,0.2883077564999136
9,log_gold_usd_real_ret,0.28911085929116775
10,log_gold_usd_real_ret,0.2872974384377927
11,log_gold_usd_real_ret,0.4368539167563803
12,log_gold_usd_real_ret,0.4800553217269854
13,log_gold_usd_real_ret,0.2898273440742124
14,log_gold_usd_real_ret,0.28757703760021575
15,log_gold_usd_real_ret,0.2881943219032501
16,log_gold_usd_real_ret,0.30140000487201957
17,log_gold_usd_real_ret,0.2886473865841925
18,log_gold_usd_real_ret,0.29011204009500396
19,log_gold_usd_real_ret,0.288584105669457
20,log_gold_usd_real_ret,0.2873401760441782
21,log_gold_usd_real_ret,0.2907083032448087
22,log_gold_usd_real_ret,0.3504273570815137
23,log_gold_usd_real_ret,0.28839291480209667
24,log_gold_usd_real_ret,0.3105815746107946
25,log_gold_usd_real_ret,0.3036857559400657
26,log_gold_usd_real_ret,0.29473548036366987
27,log_gold_usd_real_ret,0.28728864863584963
28,log_gold_usd_real_ret,0.3205038292774589
29,log_gold_usd_real_ret,0.3014925427332443
30,log_gold_usd_real_ret,0.28950259148968427
31,log_gold_usd_real_ret,0.3308696588239423
32,log_gold_usd_real_ret,0.3002862834271127
33,log_gold_usd_real_ret,0.31776502396483103
34,log_gold_usd_real_ret,0.2974001067995697
0,log_usd_inr_real_ret,0.7551763573835538
1,log_usd_inr_real_ret,0.5637954397438243
2,log_usd_inr_real_ret,0.7411723301605728
3,log_usd_inr_real_ret,0.5525749891628338
4,log_usd_inr_real_ret,0.6283758082429711
5,log_usd_inr_real_ret,0.5524310514547247
6,log_usd_inr_real_ret,0.8259003424434327
7,log_usd_inr_real_ret,0.6969532925426106
8,log_usd_inr_real_ret,0.5629463448198453
9,log_usd_inr_real_ret,0.597640479670827
10,log_usd_inr_real_ret,0.5540170244638716
11,log_usd_inr_real_ret,0.8695994583281892
12,log_usd_inr_real_ret,1.2611062473752421
13,log_usd_inr_real_ret,0.753976408866833
14,log_usd_inr_real_ret,0.5532011410746722
15,log_usd_inr_real_ret,0.7461916197513074
16,log_usd_inr_real_ret,0.6615722601111824
17,log_usd_inr_real_ret,0.569585637217055
18,log_usd_inr_real_ret,0.560308617908392
19,log_usd_inr_real_ret,0.6006385173650709
20,log_usd_inr_real_ret,0.5931820076795447
21,log_usd_inr_real_ret,0.5588107527474891
22,log_usd_inr_real_ret,0.9554346960597969
23,log_usd_inr_real_ret,0.6050090602497522
24,log_usd_inr_real_ret,0.6035190999195486
25,log_usd_inr_real_ret,0.7420654207471381
26,log_usd_inr_real_ret,1.8474721711468798
27,log_usd_inr_real_ret,1.9760426018794843
28,log_usd_inr_real_ret,0.9354883589815127
29,log_usd_inr_real_ret,0.5529595575431338
30,log_usd_inr_real_ret,0.5756726285103306
31,log_usd_inr_real_ret,0.8589618845598873
32,log_usd_inr_real_ret,1.3605032771555539
33,log_usd_inr_real_ret,0.6279281415631284
34,log_usd_inr_real_ret,0.656355292129042
0,log_oil_inr_real_ret,1.1215806080795139
1,log_oil_inr_real_ret,0.9661645444301615
2,log_oil_inr_real_ret,1.114045035192988
3,log_oil_inr_real_ret,0.959523056958513
4,log_oil_inr_real_ret,1.1251874035436051
5,log_oil_inr_real_ret,0.9587870354447379
6,log_oil_inr_real_ret,1.162884127432968
7,log_oil_inr_real_ret,1.1571654723558922
8,log_oil_inr_real_ret,0.9612284721476895
9,log_oil_inr_real_ret,1.0021243497061405
10,log_oil_inr_real_ret,0.9608753120039648
11,log_oil_inr_real_ret,1.4417420086284403
12,log_oil_inr_real_ret,1.7883205056082707
13,log_oil_inr_real_ret,1.1624398342103048
14,log_oil_inr_real_ret,0.9663154994278279
15,log_oil_inr_real_ret,1.0624837485697078
16,log_oil_inr_real_ret,1.0226363293565375
17,log_oil_inr_real_ret,0.9818862230358462
18,log_oil_inr_real_ret,0.9702026948994426
19,log_oil_inr_real_ret,1.0002380150467294
20,log_oil_inr_real_ret,0.977700840063636
21,log_oil_inr_real_ret,0.9589652496747537
22,log_oil_inr_real_ret,1.2810625366356787
23,log_oil_inr_real_ret,0.9911565876350442
24,log_oil_inr_real_ret,0.9940080558321279
25,log_oil_inr_real_ret,1.0703487250876862
26,log_oil_inr_real_ret,1.7551324314448689
27,log_oil_inr_real_ret,1.5263589330402179
28,log_oil_inr_real_ret,1.2627035194941134
29,log_oil_inr_real_ret,0.9591335157254665
30,log_oil_inr_real_ret,0.9767247108023851
31,log_oil_inr_real_ret,1.427896670908976
32,log_oil_inr_real_ret,1.5814388866204858
33,log_oil_inr_real_ret,0.9818902472250512
34,log_oil_inr_real_ret,1.00840923734738
0,log_gold_inr_real_ret,0.9654743172488478
1,log_gold_inr_real_ret,0.7978199926188381
2,log_gold_inr_real_ret,0.8906379733696568
3,log_gold_inr_real_ret,0.8247295679443808
4,log_gold_inr_real_ret,0.9854494882903174
5,log_gold_inr_real_ret,0.7973502364234522
6,log_gold_inr_real_ret,1.1252298103367029
7,log_gold_inr_real_ret,1.015833406642
8,log_gold_inr_real_ret,0.797610213446516
9,log_gold_inr_real_ret,0.8200191483179358
10,log_gold_inr_real_ret,0.7973924354105719
11,log_gold_inr_real_ret,1.2796479104318133
12,log_gold_inr_real_ret,1.589414834337794
13,log_gold_inr_real_ret,0.8990382983612583
14,log_gold_inr_real_ret,0.8002555346148447
15,log_gold_inr_real_ret,0.9100761024426591
16,log_gold_inr_real_ret,0.8821651920599486
17,log_gold_inr_real_ret,0.8059954951489823
18,log_gold_inr_real_ret,0.7974468945408704
19,log_gold_inr_real_ret,0.8338664358038415
20,log_gold_inr_real_ret,0.8216754360352599
21,log_gold_inr_real_ret,0.7977624609085836
22,log_gold_inr_real_ret,1.1630350938749183
23,log_gold_inr_real_ret,0.8354289890785751
24,log_gold_inr_real_ret,0.8823825702616619
25,log_gold_inr_real_ret,0.9343861567321944
26,log_gold_inr_real_ret,1.496862640903017
27,log_gold_inr_real_ret,1.6198121158684442
28,log_gold_inr_real_ret,1.0913422870976848
29,log_gold_inr_real_ret,0.8090529857140875
30,log_gold_inr_real_ret,0.803450368625238
31,log_gold_inr_real_ret,1.0993274304415575
32,log_gold_inr_real_ret,1.3080881880837587
33,log_gold_inr_real_ret,0.7973659915934038
34,log_gold_inr_real_ret,0.8187789177402245
